X,Figure1E,Figure2C,Figure2D,Figure2H,Figure4B,genes,sc_w3_w4,mouse
ENSG00000126950,NA,NA,NA,NA,Cluster 1,TMEM35A,NA,NA
ENSG00000127054,NA,NA,NA,NA,Cluster 1,INTS11,NA,NA
ENSG00000127334,NA,NA,NA,NA,Cluster 1,DYRK2,expressed,NA
ENSG00000127419,NA,NA,NA,NA,Cluster 1,TMEM175,expressed,NA
ENSG00000127445,NA,NA,NA,NA,Cluster 1,PIN1,expressed,NA
ENSG00000127585,NA,NA,NA,NA,Cluster 1,FBXL16,expressed,NA
ENSG00000127914,NA,NA,NA,NA,Cluster 2,AKAP9,expressed,NA
ENSG00000127922,NA,NA,NA,NA,Cluster 2,SEM1,NA,NA
ENSG00000128000,NA,NA,NA,NA,Cluster 1,ZNF780B,expressed,NA
ENSG00000128039,NA,NA,NA,NA,Cluster 2,SRD5A3,expressed,NA
ENSG00000128567,NA,NA,NA,NA,Cluster 1,PODXL,expressed,NA
ENSG00000128610,NA,NA,NA,NA,Cluster 2,FEZF1,expressed,NA
ENSG00000129038,NA,NA,NA,NA,Cluster 1,LOXL1,expressed,NA
ENSG00000129167,NA,NA,NA,NA,Cluster 1,TPH1,expressed,NA
ENSG00000129675,NA,NA,NA,NA,Cluster 1,ARHGEF6,expressed,NA
ENSG00000129910,NA,NA,NA,NA,Cluster 1,CDH15,expressed,NA
ENSG00000130024,NA,NA,NA,NA,Cluster 1,PHF10,expressed,NA
ENSG00000130164,NA,NA,NA,NA,Cluster 2,LDLR,expressed,NA
ENSG00000130287,NA,NA,NA,NA,Cluster 1,NCAN,expressed,NA
ENSG00000130294,NA,NA,NA,NA,Cluster 2,KIF1A,expressed,NA
ENSG00000130340,NA,NA,NA,NA,Cluster 2,SNX9,expressed,NA
ENSG00000130413,NA,NA,NA,NA,Cluster 1,STK33,expressed,NA
ENSG00000130540,NA,NA,NA,NA,Cluster 2,SULT4A1,expressed,NA
ENSG00000130558,NA,NA,NA,NA,Cluster 1,OLFM1,expressed,NA
ENSG00000130695,NA,NA,NA,NA,Cluster 2,CEP85,expressed,NA
ENSG00000130700,NA,NA,NA,NA,Cluster 1,GATA5,expressed,NA
ENSG00000130725,NA,NA,NA,NA,Cluster 2,UBE2M,expressed,NA
ENSG00000130734,NA,NA,NA,NA,Cluster 1,ATG4D,expressed,NA
ENSG00000131069,NA,NA,NA,NA,Cluster 2,ACSS2,expressed,NA
ENSG00000131263,NA,NA,NA,NA,Cluster 2,RLIM,expressed,NA
ENSG00000131668,NA,NA,NA,NA,Cluster 2,BARX1,expressed,NA
ENSG00000131730,NA,NA,NA,NA,Cluster 1,CKMT2,expressed,NA
ENSG00000131773,NA,NA,NA,NA,Cluster 1,KHDRBS3,expressed,NA
ENSG00000131848,NA,NA,NA,NA,Cluster 1,ZSCAN5A,expressed,NA
ENSG00000132016,NA,NA,NA,NA,Cluster 1,BRME1,NA,NA
ENSG00000132196,NA,NA,NA,NA,Cluster 2,HSD17B7,expressed,NA
ENSG00000132199,NA,NA,NA,NA,Cluster 1,ENOSF1,expressed,NA
ENSG00000132256,NA,NA,NA,NA,Cluster 2,TRIM5,expressed,NA
ENSG00000132321,NA,NA,NA,NA,Cluster 1,IQCA1,expressed,NA
ENSG00000132680,NA,NA,NA,NA,Cluster 2,KHDC4,NA,NA
ENSG00000133027,NA,NA,NA,NA,Cluster 2,PEMT,expressed,NA
ENSG00000133030,NA,NA,NA,NA,Cluster 1,MPRIP,expressed,NA
ENSG00000133056,NA,NA,NA,NA,Cluster 1,PIK3C2B,expressed,NA
ENSG00000133884,NA,NA,NA,NA,Cluster 2,DPF2,expressed,NA
ENSG00000134013,NA,NA,NA,NA,Cluster 2,LOXL2,expressed,NA
ENSG00000134138,NA,NA,NA,NA,Cluster 2,MEIS2,expressed,NA
ENSG00000134222,NA,NA,NA,NA,Cluster 2,PSRC1,expressed,NA
ENSG00000134490,NA,NA,NA,NA,Cluster 2,TMEM241,expressed,NA
ENSG00000134569,NA,NA,NA,NA,Cluster 1,LRP4,expressed,NA
ENSG00000134744,NA,NA,NA,NA,Cluster 2,TUT4,NA,NA
ENSG00000134769,NA,NA,NA,NA,Cluster 2,DTNA,expressed,NA
ENSG00000134852,NA,NA,NA,NA,Cluster 2,CLOCK,expressed,NA
ENSG00000134982,NA,NA,NA,NA,Cluster 1,APC,expressed,NA
ENSG00000135090,NA,NA,NA,NA,Cluster 1,TAOK3,expressed,NA
ENSG00000135454,NA,NA,NA,NA,Cluster 1,B4GALNT1,expressed,NA
ENSG00000135637,NA,NA,NA,NA,Cluster 1,CCDC142,expressed,NA
ENSG00000135862,NA,NA,NA,NA,Cluster 2,LAMC1,expressed,NA
ENSG00000135916,NA,NA,NA,NA,Cluster 1,ITM2C,expressed,NA
ENSG00000136044,NA,NA,NA,NA,Cluster 1,APPL2,expressed,NA
ENSG00000136197,NA,NA,NA,NA,Cluster 1,C7orf25,expressed,NA
ENSG00000136448,NA,NA,NA,NA,Cluster 2,NMT1,expressed,NA
ENSG00000136478,NA,NA,NA,NA,Cluster 1,TEX2,expressed,NA
ENSG00000136485,NA,NA,NA,NA,Cluster 1,DCAF7,expressed,NA
ENSG00000136720,NA,NA,NA,NA,Cluster 1,HS6ST1,expressed,NA
ENSG00000136826,NA,NA,NA,NA,Cluster 2,KLF4,expressed,NA
ENSG00000136859,NA,NA,NA,NA,Cluster 1,ANGPTL2,expressed,NA
ENSG00000137628,NA,NA,NA,NA,Cluster 2,DDX60,expressed,NA
ENSG00000137691,NA,NA,NA,NA,Cluster 1,CFAP300,NA,NA
ENSG00000137700,NA,NA,NA,NA,Cluster 1,SLC37A4,expressed,NA
ENSG00000137802,NA,NA,NA,NA,Cluster 2,MAPKBP1,expressed,NA
ENSG00000137875,NA,NA,NA,NA,Cluster 2,BCL2L10,expressed,NA
ENSG00000138029,NA,NA,NA,NA,Cluster 1,HADHB,expressed,NA
ENSG00000138069,NA,NA,NA,NA,Cluster 2,RAB1A,expressed,NA
ENSG00000138385,NA,NA,NA,NA,Cluster 1,SSB,expressed,NA
ENSG00000138413,NA,NA,NA,NA,Cluster 1,IDH1,expressed,NA
ENSG00000138606,NA,NA,NA,NA,Cluster 1,SHF,expressed,NA
ENSG00000138646,NA,NA,NA,NA,Cluster 2,HERC5,expressed,NA
ENSG00000138650,NA,NA,NA,NA,Cluster 2,PCDH10,expressed,NA
ENSG00000138709,NA,NA,NA,NA,Cluster 2,LARP1B,expressed,NA
ENSG00000138823,NA,NA,NA,NA,Cluster 1,MTTP,expressed,NA
ENSG00000139174,NA,NA,NA,NA,Cluster 2,PRICKLE1,expressed,NA
ENSG00000139354,NA,NA,NA,NA,Cluster 2,GAS2L3,expressed,NA
ENSG00000139613,NA,NA,NA,NA,Cluster 1,SMARCC2,expressed,NA
ENSG00000139832,NA,NA,NA,NA,Cluster 1,RAB20,expressed,NA
ENSG00000139910,NA,NA,NA,NA,Cluster 1,NOVA1,expressed,NA
ENSG00000139974,NA,NA,NA,NA,Cluster 1,SLC38A6,expressed,NA
ENSG00000140332,NA,NA,NA,NA,Cluster 1,TLE3,expressed,NA
ENSG00000140443,NA,NA,NA,NA,Cluster 1,IGF1R,expressed,NA
ENSG00000140474,NA,NA,NA,NA,Cluster 1,ULK3,expressed,NA
ENSG00000140479,NA,NA,NA,NA,Cluster 1,PCSK6,expressed,NA
ENSG00000140534,NA,NA,NA,NA,Cluster 2,TICRR,expressed,NA
ENSG00000140743,NA,NA,NA,NA,Cluster 2,CDR2,expressed,NA
ENSG00000140807,NA,NA,NA,NA,Cluster 1,NKD1,expressed,NA
ENSG00000140931,NA,NA,NA,NA,Cluster 1,CMTM3,expressed,NA
ENSG00000140937,NA,NA,NA,NA,Cluster 2,CDH11,expressed,NA
ENSG00000140950,NA,NA,NA,NA,Cluster 1,MEAK7,NA,NA
ENSG00000141179,NA,NA,NA,NA,Cluster 1,PCTP,expressed,NA
ENSG00000141198,NA,NA,NA,NA,Cluster 2,TOM1L1,expressed,NA
ENSG00000141294,NA,NA,NA,NA,Cluster 1,LRRC46,expressed,NA
ENSG00000141441,NA,NA,NA,NA,Cluster 2,GAREM1,NA,NA
ENSG00000141622,NA,NA,NA,NA,Cluster 1,ARK2C,NA,NA
ENSG00000142186,NA,NA,NA,NA,Cluster 2,SCYL1,expressed,NA
ENSG00000142538,NA,NA,NA,NA,Cluster 2,PTH2,expressed,NA
ENSG00000142549,NA,NA,NA,NA,Cluster 1,IGLON5,expressed,NA
ENSG00000143013,NA,NA,NA,NA,Cluster 2,LMO4,expressed,NA
ENSG00000143067,NA,NA,NA,NA,Cluster 1,ZNF697,expressed,NA
ENSG00000143126,NA,NA,NA,NA,Cluster 1,CELSR2,expressed,NA
ENSG00000143127,NA,NA,NA,NA,Cluster 2,ITGA10,expressed,NA
ENSG00000143162,NA,NA,NA,NA,Cluster 2,CREG1,expressed,NA
ENSG00000143258,NA,NA,NA,NA,Cluster 1,USP21,expressed,NA
ENSG00000143333,NA,NA,NA,NA,Cluster 2,RGS16,expressed,NA
ENSG00000143473,NA,NA,NA,NA,Cluster 2,KCNH1,expressed,NA
ENSG00000143570,NA,NA,NA,NA,Cluster 1,SLC39A1,expressed,NA
ENSG00000144040,NA,NA,NA,NA,Cluster 1,SFXN5,expressed,NA
ENSG00000144481,NA,NA,NA,NA,Cluster 2,TRPM8,expressed,NA
ENSG00000144566,NA,NA,NA,NA,Cluster 2,RAB5A,expressed,NA
ENSG00000144579,NA,NA,NA,NA,Cluster 1,CTDSP1,expressed,NA
ENSG00000144724,NA,NA,NA,NA,Cluster 2,PTPRG,expressed,NA
ENSG00000144749,NA,NA,NA,NA,Cluster 2,LRIG1,expressed,NA
ENSG00000144810,NA,NA,NA,NA,Cluster 1,COL8A1,expressed,NA
ENSG00000144852,NA,NA,NA,NA,Cluster 1,NR1I2,expressed,NA
ENSG00000144893,NA,NA,NA,NA,Cluster 2,MED12L,expressed,NA
ENSG00000145012,NA,NA,NA,NA,Cluster 2,LPP,expressed,NA
ENSG00000145022,NA,NA,NA,NA,Cluster 1,TCTA,expressed,NA
ENSG00000145029,NA,NA,NA,NA,Cluster 1,NICN1,expressed,NA
ENSG00000145217,NA,NA,NA,NA,Cluster 1,SLC26A1,expressed,NA
ENSG00000145391,NA,NA,NA,NA,Cluster 2,SETD7,expressed,NA
ENSG00000145642,NA,NA,NA,NA,Cluster 2,SHISAL2B,NA,NA
ENSG00000146232,NA,NA,NA,NA,Cluster 2,NFKBIE,expressed,NA
ENSG00000146247,NA,NA,NA,NA,Cluster 2,PHIP,expressed,NA
ENSG00000146411,NA,NA,NA,NA,Cluster 2,SLC2A12,expressed,NA
ENSG00000146426,NA,NA,NA,NA,Cluster 1,TIAM2,expressed,NA
ENSG00000146592,NA,NA,NA,NA,Cluster 2,CREB5,expressed,NA
ENSG00000147162,NA,NA,NA,NA,Cluster 1,OGT,expressed,NA
ENSG00000147853,NA,NA,NA,NA,Cluster 1,AK3,expressed,NA
ENSG00000148053,NA,NA,NA,NA,Cluster 1,NTRK2,expressed,NA
ENSG00000148248,NA,NA,NA,NA,Cluster 2,SURF4,expressed,NA
ENSG00000148584,NA,NA,NA,NA,Cluster 2,A1CF,expressed,NA
ENSG00000148826,NA,NA,NA,NA,Cluster 1,NKX6-2,expressed,NA
ENSG00000148950,NA,NA,NA,NA,Cluster 2,IMMP1L,expressed,NA
ENSG00000149090,NA,NA,NA,NA,Cluster 2,PAMR1,expressed,NA
ENSG00000149294,NA,NA,NA,NA,Cluster 1,NCAM1,expressed,NA
ENSG00000149403,NA,NA,NA,NA,Cluster 1,GRIK4,expressed,NA
ENSG00000149451,NA,NA,NA,NA,Cluster 1,ADAM33,expressed,NA
ENSG00000149571,NA,NA,NA,NA,Cluster 2,KIRREL3,expressed,NA
ENSG00000149658,NA,NA,NA,NA,Cluster 2,YTHDF1,expressed,NA
ENSG00000149716,NA,NA,NA,NA,Cluster 1,LTO1,NA,NA
ENSG00000150636,NA,NA,NA,NA,Cluster 1,CCDC102B,expressed,NA
ENSG00000150776,NA,NA,NA,NA,Cluster 1,NKAPD1,NA,NA
ENSG00000150907,NA,NA,NA,NA,Cluster 1,FOXO1,expressed,NA
ENSG00000150991,NA,NA,NA,NA,Cluster 2,UBC,expressed,NA
ENSG00000151150,NA,NA,NA,NA,Cluster 2,ANK3,expressed,NA
ENSG00000151445,NA,NA,NA,NA,Cluster 1,VIPAS39,expressed,NA
ENSG00000151498,NA,NA,NA,NA,Cluster 1,ACAD8,expressed,NA
ENSG00000151502,NA,NA,NA,NA,Cluster 1,VPS26B,expressed,NA
ENSG00000151692,NA,NA,NA,NA,Cluster 1,RNF144A,expressed,NA
ENSG00000152104,NA,NA,NA,NA,Cluster 2,PTPN14,expressed,NA
ENSG00000152193,NA,NA,NA,NA,Cluster 1,OBI1,NA,NA
ENSG00000152219,NA,NA,NA,NA,Cluster 2,ARL14EP,expressed,NA
ENSG00000152518,NA,NA,NA,NA,Cluster 2,ZFP36L2,expressed,NA
ENSG00000152931,NA,NA,NA,NA,Cluster 2,PART1,expressed,NA
ENSG00000153179,NA,NA,NA,NA,Cluster 2,RASSF3,expressed,NA
ENSG00000153208,NA,NA,NA,NA,Cluster 2,MERTK,expressed,NA
ENSG00000153404,NA,NA,NA,NA,Cluster 2,PLEKHG4B,expressed,NA
ENSG00000153879,NA,NA,NA,NA,Cluster 2,CEBPG,expressed,NA
ENSG00000153898,NA,NA,NA,NA,Cluster 2,MCOLN2,expressed,NA
ENSG00000154027,NA,NA,NA,NA,Cluster 1,AK5,expressed,NA
ENSG00000154269,NA,NA,NA,NA,Cluster 1,ENPP3,expressed,NA
ENSG00000154743,NA,NA,NA,NA,Cluster 1,TSEN2,expressed,NA
ENSG00000154760,NA,NA,NA,NA,Cluster 1,SLFN13,expressed,NA
ENSG00000154803,NA,NA,NA,NA,Cluster 1,FLCN,expressed,NA
ENSG00000154814,NA,NA,NA,NA,Cluster 2,OXNAD1,expressed,NA
ENSG00000155850,NA,NA,NA,NA,Cluster 1,SLC26A2,expressed,NA
ENSG00000156011,NA,NA,NA,NA,Cluster 1,PSD3,expressed,NA
ENSG00000156049,NA,NA,NA,NA,Cluster 1,GNA14,expressed,NA
ENSG00000156232,NA,NA,NA,NA,Cluster 2,WHAMM,expressed,NA
ENSG00000156587,NA,NA,NA,NA,Cluster 2,UBE2L6,expressed,NA
ENSG00000156966,NA,NA,NA,NA,Cluster 1,B3GNT7,expressed,NA
ENSG00000157077,NA,NA,NA,NA,Cluster 2,ZFYVE9,expressed,NA
ENSG00000157168,NA,NA,NA,NA,Cluster 2,NRG1,expressed,NA
ENSG00000157216,NA,NA,NA,NA,Cluster 1,SSBP3,expressed,NA
ENSG00000157637,NA,NA,NA,NA,Cluster 1,SLC38A10,expressed,NA
ENSG00000157796,NA,NA,NA,NA,Cluster 1,WDR19,expressed,NA
ENSG00000158079,NA,NA,NA,NA,Cluster 2,PTPDC1,expressed,NA
ENSG00000158122,NA,NA,NA,NA,Cluster 2,PRXL2C,NA,NA
ENSG00000158163,NA,NA,NA,NA,Cluster 2,DZIP1L,expressed,NA
ENSG00000158201,NA,NA,NA,NA,Cluster 1,ABHD3,expressed,NA
ENSG00000158290,NA,NA,NA,NA,Cluster 2,CUL4B,expressed,NA
ENSG00000158402,NA,NA,NA,NA,Cluster 2,CDC25C,expressed,NA
ENSG00000158813,NA,NA,NA,NA,Cluster 2,EDA,expressed,NA
ENSG00000159164,NA,NA,NA,NA,Cluster 2,SV2A,expressed,NA
ENSG00000159251,NA,NA,NA,NA,Cluster 2,ACTC1,expressed,NA
ENSG00000159388,NA,NA,NA,NA,Cluster 2,BTG2,expressed,NA
ENSG00000159479,NA,NA,NA,NA,Cluster 2,MED8,expressed,NA
ENSG00000159792,NA,NA,NA,NA,Cluster 2,PSKH1,expressed,NA
ENSG00000159921,NA,NA,NA,NA,Cluster 2,GNE,expressed,NA
ENSG00000160072,NA,NA,NA,NA,Cluster 2,ATAD3B,expressed,NA
ENSG00000160094,NA,NA,NA,NA,Cluster 1,ZNF362,expressed,NA
ENSG00000160211,NA,NA,NA,NA,Cluster 1,G6PD,expressed,NA
ENSG00000160233,NA,NA,NA,NA,Cluster 1,LRRC3,expressed,NA
ENSG00000160298,NA,NA,NA,NA,Cluster 1,C21orf58,expressed,NA
ENSG00000160606,NA,NA,NA,NA,Cluster 2,TLCD1,expressed,NA
ENSG00000160972,NA,NA,NA,NA,Cluster 1,PPP1R16A,expressed,NA
ENSG00000161681,NA,NA,NA,NA,Cluster 1,SHANK1,expressed,NA
ENSG00000161896,NA,NA,NA,NA,Cluster 2,IP6K3,expressed,NA
ENSG00000162300,NA,NA,NA,NA,Cluster 2,ZFPL1,expressed,NA
ENSG00000162426,NA,NA,NA,NA,Cluster 1,SLC45A1,expressed,NA
ENSG00000162438,NA,NA,NA,NA,Cluster 1,CTRC,NA,NA
ENSG00000162496,NA,NA,NA,NA,Cluster 1,DHRS3,expressed,NA
ENSG00000162746,NA,NA,NA,NA,Cluster 2,FCRLB,expressed,NA
ENSG00000162769,NA,NA,NA,NA,Cluster 2,FLVCR1,expressed,NA
ENSG00000162783,NA,NA,NA,NA,Cluster 2,IER5,expressed,NA
ENSG00000162971,NA,NA,NA,NA,Cluster 2,TYW5,expressed,NA
ENSG00000163071,NA,NA,NA,NA,Cluster 2,SPATA18,expressed,NA
ENSG00000163156,NA,NA,NA,NA,Cluster 1,SCNM1,expressed,NA
ENSG00000163162,NA,NA,NA,NA,Cluster 2,RNF149,expressed,NA
ENSG00000163249,NA,NA,NA,NA,Cluster 2,CCNYL1,expressed,NA
ENSG00000163453,NA,NA,NA,NA,Cluster 1,IGFBP7,expressed,NA
ENSG00000163482,NA,NA,NA,NA,Cluster 1,STK36,expressed,NA
ENSG00000163510,NA,NA,NA,NA,Cluster 2,CWC22,expressed,NA
ENSG00000163531,NA,NA,NA,NA,Cluster 1,NFASC,expressed,NA
ENSG00000163811,NA,NA,NA,NA,Cluster 2,WDR43,expressed,NA
ENSG00000163935,NA,NA,NA,NA,Cluster 2,SFMBT1,expressed,NA
ENSG00000164040,NA,NA,NA,NA,Cluster 2,PGRMC2,expressed,NA
ENSG00000164109,NA,NA,NA,NA,Cluster 2,MAD2L1,expressed,NA
ENSG00000164111,NA,NA,NA,NA,Cluster 2,ANXA5,expressed,NA
ENSG00000164244,NA,NA,NA,NA,Cluster 2,PRRC1,expressed,NA
ENSG00000164294,NA,NA,NA,NA,Cluster 2,GPX8,expressed,NA
ENSG00000164296,NA,NA,NA,NA,Cluster 1,TIGD6,expressed,NA
ENSG00000164307,NA,NA,NA,NA,Cluster 2,ERAP1,expressed,NA
ENSG00000164619,NA,NA,NA,NA,Cluster 1,BMPER,expressed,NA
ENSG00000164649,NA,NA,NA,NA,Cluster 2,CDCA7L,expressed,NA
ENSG00000164659,NA,NA,NA,NA,Cluster 2,ELAPOR2,NA,NA
ENSG00000164758,NA,NA,NA,NA,Cluster 2,MED30,expressed,NA
ENSG00000164850,NA,NA,NA,NA,Cluster 1,GPER1,expressed,NA
ENSG00000164904,NA,NA,NA,NA,Cluster 1,ALDH7A1,expressed,NA
ENSG00000164938,NA,NA,NA,NA,Cluster 1,TP53INP1,expressed,NA
ENSG00000165181,NA,NA,NA,NA,Cluster 2,SHOC1,NA,NA
ENSG00000165661,NA,NA,NA,NA,Cluster 1,QSOX2,expressed,NA
ENSG00000166002,NA,NA,NA,NA,Cluster 2,SMCO4,expressed,NA
ENSG00000166037,NA,NA,NA,NA,Cluster 2,CEP57,expressed,NA
ENSG00000166171,NA,NA,NA,NA,Cluster 1,DPCD,expressed,NA
ENSG00000166250,NA,NA,NA,NA,Cluster 2,CLMP,expressed,NA
ENSG00000166343,NA,NA,NA,NA,Cluster 2,MSS51,expressed,NA
ENSG00000166407,NA,NA,NA,NA,Cluster 2,LMO1,expressed,NA
ENSG00000166432,NA,NA,NA,NA,Cluster 1,ZMAT1,expressed,NA
ENSG00000166450,NA,NA,NA,NA,Cluster 1,PRTG,expressed,NA
ENSG00000166452,NA,NA,NA,NA,Cluster 2,AKIP1,expressed,NA
ENSG00000166471,NA,NA,NA,NA,Cluster 2,TMEM41B,expressed,NA
ENSG00000166492,NA,NA,NA,NA,Cluster 1,FAM86GP,NA,NA
ENSG00000166578,NA,NA,NA,NA,Cluster 1,IQCD,expressed,NA
ENSG00000166579,NA,NA,NA,NA,Cluster 2,NDEL1,expressed,NA
ENSG00000166848,NA,NA,NA,NA,Cluster 2,TERF2IP,expressed,NA
ENSG00000166886,NA,NA,NA,NA,Cluster 2,NAB2,expressed,NA
ENSG00000167110,NA,NA,NA,NA,Cluster 2,GOLGA2,expressed,NA
ENSG00000167272,NA,NA,NA,NA,Cluster 1,POP5,expressed,NA
ENSG00000167522,NA,NA,NA,NA,Cluster 1,ANKRD11,expressed,NA
ENSG00000167657,NA,NA,NA,NA,Cluster 2,DAPK3,expressed,NA
ENSG00000167680,NA,NA,NA,NA,Cluster 2,SEMA6B,expressed,NA
ENSG00000167904,NA,NA,NA,NA,Cluster 2,TMEM68,expressed,NA
ENSG00000168209,NA,NA,NA,NA,Cluster 2,DDIT4,expressed,NA
ENSG00000168264,NA,NA,NA,NA,Cluster 2,IRF2BP2,expressed,NA
ENSG00000168461,NA,NA,NA,NA,Cluster 1,RAB31,expressed,NA
ENSG00000168487,NA,NA,NA,NA,Cluster 1,BMP1,expressed,NA
ENSG00000168546,NA,NA,NA,NA,Cluster 1,GFRA2,expressed,NA
ENSG00000168679,NA,NA,NA,NA,Cluster 2,SLC16A4,expressed,NA
ENSG00000168806,NA,NA,NA,NA,Cluster 1,LCMT2,expressed,NA
ENSG00000168961,NA,NA,NA,NA,Cluster 2,LGALS9,expressed,NA
ENSG00000169241,NA,NA,NA,NA,Cluster 2,SLC50A1,expressed,NA
ENSG00000169604,NA,NA,NA,NA,Cluster 1,ANTXR1,expressed,NA
ENSG00000169750,NA,NA,NA,NA,Cluster 1,RAC3,expressed,NA
ENSG00000169857,NA,NA,NA,NA,Cluster 2,AVEN,expressed,NA
ENSG00000169877,NA,NA,NA,NA,Cluster 1,AHSP,expressed,NA
ENSG00000169946,NA,NA,NA,NA,Cluster 1,ZFPM2,expressed,NA
ENSG00000169967,NA,NA,NA,NA,Cluster 2,MAP3K2,expressed,NA
ENSG00000170006,NA,NA,NA,NA,Cluster 1,TMEM154,expressed,NA
ENSG00000170043,NA,NA,NA,NA,Cluster 2,TRAPPC1,expressed,NA
ENSG00000170340,NA,NA,NA,NA,Cluster 2,B3GNT2,expressed,NA
ENSG00000170382,NA,NA,NA,NA,Cluster 1,LRRN2,expressed,NA
ENSG00000170419,NA,NA,NA,NA,Cluster 2,VSTM2A,expressed,NA
ENSG00000170571,NA,NA,NA,NA,Cluster 2,EMB,expressed,NA
ENSG00000170734,NA,NA,NA,NA,Cluster 2,POLH,expressed,NA
ENSG00000170743,NA,NA,NA,NA,Cluster 2,SYT9,expressed,NA
ENSG00000171056,NA,NA,NA,NA,Cluster 1,SOX7,expressed,NA
ENSG00000171100,NA,NA,NA,NA,Cluster 2,MTM1,expressed,NA
ENSG00000171148,NA,NA,NA,NA,Cluster 2,TADA3,expressed,NA
ENSG00000171596,NA,NA,NA,NA,Cluster 1,NMUR1,expressed,NA
ENSG00000171617,NA,NA,NA,NA,Cluster 2,ENC1,expressed,NA
ENSG00000171812,NA,NA,NA,NA,Cluster 1,COL8A2,expressed,NA
ENSG00000171817,NA,NA,NA,NA,Cluster 1,ZNF540,expressed,NA
ENSG00000171956,NA,NA,NA,NA,Cluster 1,FOXB1,expressed,NA
ENSG00000172007,NA,NA,NA,NA,Cluster 2,RAB33B,expressed,NA
ENSG00000172037,NA,NA,NA,NA,Cluster 2,LAMB2,expressed,NA
ENSG00000172123,NA,NA,NA,NA,Cluster 2,SLFN12,expressed,NA
ENSG00000172159,NA,NA,NA,NA,Cluster 1,FRMD3,expressed,NA
ENSG00000172264,NA,NA,NA,NA,Cluster 1,MACROD2,expressed,NA
ENSG00000172296,NA,NA,NA,NA,Cluster 2,SPTLC3,expressed,NA
ENSG00000172339,NA,NA,NA,NA,Cluster 1,ALG14,expressed,NA
ENSG00000172403,NA,NA,NA,NA,Cluster 1,SYNPO2,expressed,NA
ENSG00000172893,NA,NA,NA,NA,Cluster 2,DHCR7,expressed,NA
ENSG00000172986,NA,NA,NA,NA,Cluster 2,GXYLT2,expressed,NA
ENSG00000173041,NA,NA,NA,NA,Cluster 2,ZNF680,expressed,NA
ENSG00000173065,NA,NA,NA,NA,Cluster 2,FAM222B,expressed,NA
ENSG00000173230,NA,NA,NA,NA,Cluster 2,GOLGB1,expressed,NA
ENSG00000173258,NA,NA,NA,NA,Cluster 2,ZNF483,expressed,NA
ENSG00000173275,NA,NA,NA,NA,Cluster 1,ZNF449,expressed,NA
ENSG00000173320,NA,NA,NA,NA,Cluster 1,STOX2,expressed,NA
ENSG00000173548,NA,NA,NA,NA,Cluster 1,SNX33,expressed,NA
ENSG00000173599,NA,NA,NA,NA,Cluster 1,PC,expressed,NA
ENSG00000173890,NA,NA,NA,NA,Cluster 2,GPR160,expressed,NA
ENSG00000174010,NA,NA,NA,NA,Cluster 2,KLHL15,expressed,NA
ENSG00000174080,NA,NA,NA,NA,Cluster 1,CTSF,expressed,NA
ENSG00000174151,NA,NA,NA,NA,Cluster 1,CYB561D1,expressed,NA
ENSG00000174498,NA,NA,NA,NA,Cluster 1,IGDCC3,expressed,NA
ENSG00000174684,NA,NA,NA,NA,Cluster 1,B4GAT1,NA,NA
ENSG00000174938,NA,NA,NA,NA,Cluster 2,SEZ6L2,expressed,NA
ENSG00000175197,NA,NA,NA,NA,Cluster 2,DDIT3,expressed,NA
ENSG00000175536,NA,NA,NA,NA,Cluster 1,LIPT2,expressed,NA
ENSG00000175550,NA,NA,NA,NA,Cluster 2,DRAP1,expressed,NA
ENSG00000175906,NA,NA,NA,NA,Cluster 2,ARL4D,expressed,NA
ENSG00000175931,NA,NA,NA,NA,Cluster 2,UBE2O,expressed,NA
ENSG00000175970,NA,NA,NA,NA,Cluster 1,UNC119B,expressed,NA
ENSG00000176092,NA,NA,NA,NA,Cluster 1,CRYBG2,NA,NA
ENSG00000176208,NA,NA,NA,NA,Cluster 2,ATAD5,expressed,NA
ENSG00000176293,NA,NA,NA,NA,Cluster 1,ZNF135,expressed,NA
ENSG00000176371,NA,NA,NA,NA,Cluster 1,ZSCAN2,expressed,NA
ENSG00000176396,NA,NA,NA,NA,Cluster 1,EID2,expressed,NA
ENSG00000176407,NA,NA,NA,NA,Cluster 2,KCMF1,expressed,NA
ENSG00000176438,NA,NA,NA,NA,Cluster 2,SYNE3,expressed,NA
ENSG00000176542,NA,NA,NA,NA,Cluster 1,USF3,NA,NA
ENSG00000176658,NA,NA,NA,NA,Cluster 1,MYO1D,expressed,NA
ENSG00000176788,NA,NA,NA,NA,Cluster 1,BASP1,expressed,NA
ENSG00000176971,NA,NA,NA,NA,Cluster 2,FIBIN,expressed,NA
ENSG00000177051,NA,NA,NA,NA,Cluster 1,FBXO46,expressed,NA
ENSG00000177082,NA,NA,NA,NA,Cluster 1,WDR73,expressed,NA
ENSG00000177200,NA,NA,NA,NA,Cluster 1,CHD9,expressed,NA
ENSG00000177311,NA,NA,NA,NA,Cluster 2,ZBTB38,expressed,NA
ENSG00000177519,NA,NA,NA,NA,Cluster 2,RPRM,expressed,NA
ENSG00000177640,NA,NA,NA,NA,Cluster 1,CASC2,expressed,NA
ENSG00000177732,NA,NA,NA,NA,Cluster 1,SOX12,expressed,NA
ENSG00000177951,NA,NA,NA,NA,Cluster 2,BET1L,expressed,NA
